,Name,IMDB,Metacritic,Rotten,Duriation,Cast,Similar,Reviews,Plot,Genre,Year,IMAGE,image
93,Jagten,8.3,77,92,153 min,"Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen","Casino Royale (2006) , Vsechnopárty: Episode dated 16 June 2017 (2017) , Reel Failures: Lockdown Special (Corona Zombies) (2021) ,",Once Again: The Children's Hour @ He doesn't have a basement.... @ The scary thing is that this could happen to almost anyone... @,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","Adventure, Drama, War",2012,"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UY1200_CR105,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UY67_CR1,0,45,67_AL_.jpg"
94,Idi i smotri,8.3,N/A,N/A,108 min,"Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova","Un chien andalou (1929) , Empire of the Sun (1987) , Saving Private Ryan (1998) ,",One of the greatest wars films ever made @ Masterpiece alert! @ Jaw-droppingly powerful and truly disturbing Russian war drama. @,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","Drama, Romance, Sci-Fi",1985,"https://m.media-amazon.com/images/M/MV5BNzU3OTI1MjItYTJiZC00NDI0LWFlNGYtOTQ1OTVhNDgwM2U3XkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzU3OTI1MjItYTJiZC00NDI0LWFlNGYtOTQ1OTVhNDgwM2U3XkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UY67_CR0,0,45,67_AL_.jpg"
95,Citizen Kane,8.3,100,99,122 min,"Orson Welles (dir.), Orson Welles, Joseph Cotten","The Birth of a Nation (1915) , Das Cabinet des Dr. Caligari (1920) , Greed (1924) ,","CITIZEN KANE may let some people down, but it's still worth seeing. @ A great piece of cinema, a magnificent example of storytelling @ A very solid movie with some mystery @","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","Comedy, Romance",1941,"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
96,M - Eine Stadt sucht einen Mörder,8.3,N/A,100,102 min,"Fritz Lang (dir.), Peter Lorre, Ellen Widmann","M. le maudit (1982) , M (1951) , M - Eine Stadt sucht einen Mörder (2019) ,","Ahead of its time @ Fritz Lang's (sound) masterpiece- a taut and quintessentially suspenseful story, and Lorre @ Moments of menace.. @","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Drama,1931,"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UY1200_CR84,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
97,Lawrence of Arabia,8.3,100,94,126 min,"David Lean (dir.), Peter O'Toole, Alec Guinness","A Dangerous Man: Lawrence After Arabia (1992) , Citizen Kane (1941) , The Searchers (1956) ,",Makes a Strong Case for Best Film Ever. @ Majesty in the Desert @ a memento from the days when they made real movies @,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","Drama, Romance",1962,"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY1200_CR101,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY67_CR0,0,45,67_AL_.jpg"
98,North by Northwest,8.2,98,97,81 min,"Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint","Histoire(s) du cinéma: Le contrôle de l'univers (1999) , 365 days, also known as a Year (2019) , Un chien andalou (1929) ,",What an Action Thriller Should Be. @ Classic thriller - I love it! @ Strangers on a train @,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","Animation, Adventure, Comedy",1959,"https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY1200_CR84,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg"
99,Vertigo,8.2,100,93,170 min,"Alfred Hitchcock (dir.), James Stewart, Kim Novak","La présence des ombres (1995) , Huihun ye (1962) , Officer (2001) ,",Distinctive & Unforgettable Masterpiece @ Let there be color! @ Creepy and engaging. @,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","Action, Crime, Drama",1958,"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY1200_CR72,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg"
100,Le fabuleux destin d'Amélie Poulain,8.2,69,89,99 min,"Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz","Citizen Kane (1941) , Rear Window (1954) , Les quatre cents coups (1959) ,",This is rated so highly cause it deserves it @ Finds its charm in the little things @ What is left to say about this glorious joy ride? @,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","Crime, Thriller",2001,"https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX45_CR0,0,45,67_AL_.jpg"
101,A Clockwork Orange,8.2,77,88,116 min,"Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee","Vinyl (1965) , Banana meccanica (2002) , Triumph des Willens (1935) ,",We Are Seeing Our Future @ One of those films you have to watch multiple times @ One of Kubrick's best @,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","Drama, War",1971,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_UY67_CR0,0,45,67_AL_.jpg"
102,The Apartment,8.2,94,93,229 min,"Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine","Adventures in the Sin Bin (2012) , Raaste Kaa Patthar (1972) , Salon (2005) ,","""I've Decided to Take My Doctor's Advice, I'm going to become a mensch."" @ Likewise, it's a love-fest Lemmon-wise @ Becoming A Mensch @","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","Crime, Drama",1960,"https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UY1200_CR65,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX45_CR0,0,45,67_AL_.jpg"
103,Ikiru,8.2,91,98,170 min,"Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko","Ikiru (2007) , Citizen Kane (1941) , The Geisha Boy (1958) ,","""Only when he learned he would die did he start to live!"" @ a cinematic experience that's a near-nexus of existentialism- life, living, dying, death, and can be done while alive- remarkable @ Complex and thought-provoking masterpiece @",A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,"Crime, Drama",1952,"https://m.media-amazon.com/images/M/MV5BZTcyYmQ2NDMtNWI1NS00MTNiLTk0NDctNWMwNWExYTNlYzk3XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZTcyYmQ2NDMtNWI1NS00MTNiLTk0NDctNWMwNWExYTNlYzk3XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX45_CR0,0,45,67_AL_.jpg"
104,Double Indemnity,8.2,95,97,131 min,"Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck","Lux Video Theatre: Double Indemnity (1954) , Eruption (1977) , Min ajal emraa (1959) ,","One of the best films noir ever, Double Indemnity communicates with amazing effectiveness the depths of depravity, greed, lust, and betrayal of the seemingly innocent and beautiful. @ Absorbing and worthy suspense film about blackmails , killing , corruption and strong intrigue @ Justifiably At The Top Of Most Film Noir Lists @","A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.","Action, Adventure, Fantasy",1944,"https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UY1200_CR80,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX45_CR0,0,45,67_AL_.jpg"
105,Full Metal Jacket,8.2,76,90,129 min,"Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey","Commercial Entertainment Product (1992) , All Quiet on the Western Front (1930) , Halls of Montezuma (1951) ,",Paint It Black @ Very well made--tough to watch. @ 'Born To Kill' - The best Vietnam war movie of all time @,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Comedy, Crime, Drama",1987,"https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
106,Hamilton,8.2,90,98,136 min,"Thomas Kail (dir.), Lin-Manuel Miranda, Phillipa Soo","South Pacific (1958) , Mary Poppins (1964) , Jesus Christ Superstar (1973) ,","just superb @ Complex, emotional, and lives up to the hype @ Musical history @","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Crime, Sci-Fi",2020,"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY67_CR0,0,45,67_AL_.jpg"
107,Scarface,8.2,65,81,149 min,"Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer","Scarface (1932) , Scarface (1932) , Atishbaz (1990) ,","A stone cold, 100% gangster classic @ ""You wanna play rough?? OKAY!"" @ Exceed to Excess @","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","Adventure, Sci-Fi",1983,"https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
108,The Sting,8.2,83,92,129 min,"George Roy Hill (dir.), Paul Newman, Robert Redford","The Sting II (1983) , Remington Steele: Sting of Steele (1983) , Belalilar (1974) ,",Working The Big Con @ Everything's Jake In Second Trip To Well @ The clever plot makes multiple viewings mandatory for full enjoyment... @,Two grifters team up to pull off the ultimate con.,"Crime, Drama",1973,"https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR77,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
109,To Kill a Mockingbird,8.2,88,93,218 min,"Robert Mulligan (dir.), Gregory Peck, John Megna","Passage à l'acte (1993) , Nosferatu (1922) , The Twilight Zone: The Bewitchin' Pool (1964) ,","One of the most important films of all time @ Not just film, but film history @ Amazing film @","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.","Adventure, Biography, Drama",1962,"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR78,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
110,Incendies,8.2,80,91,179 min,"Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin","Se souvenir des cendres - Regards sur Incendies (2010) , Sardonicast: Do the Right Thing, The Last of Us Part II (2020) , The Hour: Episode #7.83 (2011) ,",A stunning and powerful thriller @ One word: INCREDIBLE! @ Our Love Became a Funeral Pyre @,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Drama, War",2010,"https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX45_CR0,0,45,67_AL_.jpg"
111,Up,8.2,88,98,125 min,"Pete Docter (dir.), Edward Asner, Jordan Nagai","Dug's Special Mission (2009) , Up (2009) , George and A.J. (2009) ,","Real tear jerker opening @ Best animated movies ever made @ In my personal opinion, this is Pixar's funniest and most poignant film @","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Comedy, Drama, Romance",2009,"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UY1200_CR83,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX45_CR0,0,45,67_AL_.jpg"
112,Heat,8.2,76,88,136 min,"Michael Mann (dir.), Al Pacino, Robert De Niro","L.A. Takedown (1989) , Zik yep dai chak (1998) , Terminator: The Sarah Connor Chronicles: Some Must Watch While Some Must Sleep (2009) ,",Exceptionally well done though it's not the sort of film for everyone...but what movie is? @ You find yourself rooting for both sides the entire film. @ One Of The Best Crime Films Ever @,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"Action, Adventure, Mystery",1995,"https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR102,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR1,0,45,67_AL_.jpg"
113,Taxi Driver,8.2,94,96,128 min,"Martin Scorsese (dir.), Robert De Niro, Jodie Foster","Sadak (1991) , Aristokraticheskiy kinematograf: Episode #1.1 (2011) , Taxi! (1931) ,",A wonderfully engaging and convincing slide into a modern madness from a director and actor showing some of their best form @ Ladies and gentlemen: Mr. Robert De Niro! @ A classy character study of a disturbed individual-but what is the point? @,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","Mystery, Romance, Thriller",1976,"https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR80,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
114,Jodaeiye Nader az Simin,8.2,95,99,125 min,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami","Chaharshanbe-soori (2006) , Eretz Nehederet: Episode #9.5 (2012) , Matzav Ha'Uma: Episode #4.16 (2012) ,",Mankind Is Flawed @ Do yourself a favor - make sure you see this movie @ Maybe the movie of the year @,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Drama,2011,"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
115,Metropolis,8.2,98,97,103 min,"Fritz Lang (dir.), Brigitte Helm, Alfred Abel","Metropolis , Il volo (1975) , Histoire(s) du cinéma: Le contrôle de l'univers (1999) ,",Heart is the Mediator Between Brains and Muscles - A Futuristic View of the Fight of Classes @ Early science fiction story that presents a pessimistic prediction of a future society. @ So oldand yet so futuristic! @,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","Comedy, Musical, Romance",1927,"https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR91,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
116,L.A. Confidential,8.2,90,99,143 min,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe","White Jazz , L.A. Confidential (2003) , In a Lonely Place (1950) ,","A ""Chinatown"" for the 1990s @ A fascinating look at life in the big city @ Superb film-making @","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Drama,1997,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR94,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
117,Snatch,8.2,55,74,89 min,"Guy Ritchie (dir.), Jason Statham, Brad Pitt","Snatch (2017) , Fool N Final (2007) , Guys and Dolls (1955) ,","There are few films that can make me laugh like this one can @ Perfect @ Lock, Stock, and Many Smoking Barrels @","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Drama,2000,"https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY1200_CR95,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY67_CR0,0,45,67_AL_.jpg"
118,Die Hard,8.2,72,94,107 min,"John McTiernan (dir.), Bruce Willis, Alan Rickman","Die Hard 2 (1990) , Live Free or Die Hard (2007) , Die Hard: With a Vengeance (1995) ,",Not only the best of the Die Hard franchise but one of the best movies of the action genre @ It can't be bettered @ The greatest bad-ass best action movie hands down my personal favorite number 1 movie of all time @,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"Crime, Drama, Film-Noir",1988,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
